#,Player,UUID,Country,Role,Bowling Style,Bowl Balls,Wickets,Economy,Bat Innings,Bat Runs,Style
4136,AD Nath,f10e94c4,,Batter,,0,0,0.0,10,90,nan
4137,N Jagadeesan,bd54eef5,India,Batter,,0,0,0.0,10,162,nan
4138,SS Prabhudessai,9385de2e,India,Batter,,0,0,0.0,10,126,nan
4139,YV Takawale,4e04666c,India,Batter,,0,0,0.0,10,192,nan
4140,N Saini,addbde6c,Pakistan,Batter,,0,0,0.0,10,140,nan
4141,PA Reddy,2461eef2,,Batter,,0,0,0.0,10,164,nan
4142,TJ Moores,85dcb721,,Batter,,0,0,0.0,10,106,nan
4143,S Konstas,3c34c9e1,,Batter,,0,0,0.0,10,247,nan
4144,HD Weibgen,2535b30f,Australia,Batter,,0,0,0.0,10,152,nan
4145,MW Hill,1952e660,,Batter,,0,0,0.0,10,268,nan
4146,AB Fudadin,875909c0,West Indies,Batter,,0,0,0.0,10,199,nan
4147,M Louis,1d8c298b,West Indies,Batter,,0,0,0.0,10,210,nan
4148,SO Dowrich,dc2f959a,West Indies,Batter,,0,0,0.0,10,140,nan
4149,T Maruma,f55c526f,Zimbabwe,Batter,,0,0,0.0,9,86,nan
4150,TK Musakanda,9f9b903e,Zimbabwe,Batter,,0,0,0.0,9,127,nan
4151,DAP Darrell,56f53516,Bermuda,Batter,,0,0,0.0,9,75,nan
4152,Bosco Tuyizere,3c370b92,Rwanda,Batter,,0,0,0.0,9,91,nan
4153,C Chete,ef4f539a,Malawi,Batter,,0,0,0.0,9,33,nan
4154,C Forbes,8a9e3cd0,Swaziland,Batter,,0,0,0.0,9,109,nan
4155,P Abanda,90a8dfec,Cameroon,Batter,,0,0,0.0,9,54,nan
4156,Umar Nawaz,1ed476fe,Sweden,Batter,,0,0,0.0,9,189,nan
4157,CP Turkich,6264d645,Croatia,Batter,,0,0,0.0,9,107,nan
4158,Raja Shoaib,7b0ea09e,South Korea,Batter,,0,0,0.0,9,157,nan
4159,A Osei,375322d1,Ghana,Batter,,0,0,0.0,9,66,nan
4160,Haseeb Ghafoor,454a7269,Saudi Arabia,Batter,,0,0,0.0,9,184,nan
4161,DA Mehta,61a7d6e9,Tanzania,Batter,,0,0,0.0,9,110,nan
4162,Rony Talukdar,8bd614b2,Bangladesh,Batter,,0,0,0.0,9,220,nan
4163,Wei Guo Lei,87c93848,China,Batter,,0,0,0.0,9,71,nan
4164,Zhuang Zelin,a03ee6e1,China,Batter,,0,0,0.0,9,46,nan
4165,Rohail Nazir,522bea89,Pakistan,Batter,,0,0,0.0,9,141,nan
4166,T Suri,a76d4082,United Arab Emirates,Batter,,0,0,0.0,9,197,nan
4167,W Maximo,e41dee27,Brazil,Batter,,0,0,0.0,9,99,nan
4168,R Walker,be37d889,Cayman Islands,Batter,,0,0,0.0,9,71,nan
4169,SB Patel,b24e0ffd,Malta,Batter,,0,0,0.0,9,109,nan
4170,Vineet Shah,ad85a036,Indonesia,Batter,,0,0,0.0,9,122,nan
4171,MS Maker,14318ae4,Tanzania,Batter,,0,0,0.0,9,202,nan
4172,L Vincent,2764133a,New Zealand,Batter,,0,0,0.0,9,174,nan
4173,PD McGlashan,024fe464,New Zealand,Batter,,0,0,0.0,9,61,nan
4174,TN de Grooth,52980a48,Netherlands,Batter,,0,0,0.0,9,136,nan
4175,CS Baugh,151e8077,West Indies,Batter,,0,0,0.0,9,83,nan
4176,AD Poynter,b98cdbf0,Ireland,Batter,,0,0,0.0,9,171,nan
4177,Anmolpreet Singh,1399b39c,,Batter,,0,0,0.0,9,139,nan
4178,Sameer Rizvi,f89d3b11,India,Batter,,0,0,0.0,9,172,nan
4179,PR Shah,0aadc906,India,Batter,,0,0,0.0,9,92,nan
4180,DJ Jacobs,a84468fe,,Batter,,0,0,0.0,9,115,nan
4181,Muhammad Akhlaq,9739e85c,Pakistan,Batter,,0,0,0.0,9,128,nan
4182,IA Cockbain,542fd5a6,Pakistan,Batter,,0,0,0.0,9,286,nan
4183,HJ Hunt,62ef4abe,,Batter,,0,0,0.0,9,154,nan
4184,OJ Pope,e94bc520,,Batter,,0,0,0.0,9,191,nan
4185,CD Hartley,9a06679d,Australia,Batter,,0,0,0.0,9,80,nan
4186,K Lesporis,fb496f7a,West Indies,Batter,,0,0,0.0,9,127,nan
4187,Q Sampson,238ce998,West Indies,Batter,,0,0,0.0,9,241,nan
4188,KNM Fernando,d2a2bb1a,Australia,Batter,,0,0,0.0,9,129,nan
4189,K Zondo,4aad78d3,Australia,Batter,,0,0,0.0,9,216,nan
4190,TA Blundell,21e5f325,New Zealand,Batter,,0,0,0.0,8,91,nan
4191,C Jonker,a81d6706,South Africa,Batter,,0,0,0.0,8,102,nan
4192,BOP Fernando,1d048deb,Sri Lanka,Batter,,0,0,0.0,8,138,nan
4193,C Bisson,85ba5659,Jersey,Batter,,0,0,0.0,8,100,nan
4194,Javed Maroofkhail,909d9fac,Norway,Batter,,0,0,0.0,8,93,nan
4195,HJ Jordaan,b8f10b60,Thailand,Batter,,0,0,0.0,8,166,nan
4196,N Wijesekera,85dcc96d,Austria,Batter,,0,0,0.0,8,64,nan
4197,G Chaturvedi,e1c92333,Malta,Batter,,0,0,0.0,8,85,nan
4198,Junaid Mehmood,3e46c4f3,Norway,Batter,,0,0,0.0,8,81,nan
4199,P Hatchman,b504e8b8,Gibraltar,Batter,,0,0,0.0,8,63,nan
4200,Maidul Islam,6969d364,Estonia,Batter,,0,0,0.0,8,143,nan
4201,SR Mohan,58533699,Seychelles,Batter,,0,0,0.0,8,65,nan
4202,CB Ondoa,b3179e21,Cameroon,Batter,,0,0,0.0,8,27,nan
4203,E Solomon,8da9a284,Israel,Batter,,0,0,0.0,8,229,nan
4204,D Marsic,16fa34cf,Croatia,Batter,,0,0,0.0,8,105,nan
4205,A Mutreja,a2ec22d2,Singapore,Batter,,0,0,0.0,8,141,nan
4206,AN Aminou,6d9d2de7,Cameroon,Batter,,0,0,0.0,8,59,nan
4207,MS Diakite,69795fcd,Mali,Batter,,0,0,0.0,8,28,nan
4208,P Bosnjak,fed92736,Croatia,Batter,,0,0,0.0,8,17,nan
4209,A Davidson Soler,524943f1,Spain,Batter,,0,0,0.0,8,137,nan
4210,D Norotam,90b73986,Portugal,Batter,,0,0,0.0,8,237,nan
4211,Kalhan Challu,cc6b0cda,Hong Kong,Batter,,0,0,0.0,8,147,nan
4212,Mansoor Safi,86d7a2d2,Austria,Batter,,0,0,0.0,8,148,nan
4213,Awais Ahmad,518a21ed,Sweden,Batter,,0,0,0.0,8,116,nan
4214,Shahnawaz Patel,aa86d9d4,Zambia,Batter,,0,0,0.0,8,82,nan
4215,Ibrahim Kpaka,41d333e3,Sierra Leone,Batter,,0,0,0.0,8,45,nan
4216,GJ Hopkins,4d3097d8,New Zealand,Batter,,0,0,0.0,8,86,nan
4217,Shamsur Rahman,02789d88,Bangladesh,Batter,,0,0,0.0,8,86,nan
4218,Adnan Ilyas,d376bbaa,Oman,Batter,,0,0,0.0,8,150,nan
4219,SP Jackson,acc1aeda,India,Batter,,0,0,0.0,8,61,nan
4220,KS Bharat,44a89551,India,Batter,,0,0,0.0,8,199,nan
4221,Harpreet Singh,28c78fb3,,Batter,,0,0,0.0,8,123,nan
4222,W Jaffer,619aa81f,India,Batter,,0,0,0.0,8,130,nan
4223,KB Arun Karthik,7daedf2f,India,Batter,,0,0,0.0,8,51,nan
4224,BB Samantray,53f27a35,,Batter,,0,0,0.0,8,125,nan
4225,Rizwan Hussain,3031bf83,Pakistan,Batter,,0,0,0.0,8,82,nan
4226,TA Griffith,9d6e1d80,West Indies,Batter,,0,0,0.0,8,113,nan
4227,LS Boucher,3b647e2b,West Indies,Batter,,0,0,0.0,8,123,nan
4228,RS Second,13d0b3d6,,Batter,,0,0,0.0,8,136,nan
4229,NT Broom,a354c917,New Zealand,Batter,,0,0,0.0,7,73,nan
4230,ML Udawatte,5f5e0c8c,Sri Lanka,Batter,,0,0,0.0,7,71,nan
4231,Ariful Haque,ad1730bc,Bangladesh,Batter,,0,0,0.0,7,54,nan
4232,F Baleri,6efdad14,Ghana,Batter,,0,0,0.0,7,69,nan
4233,HD Rutherford,0605de92,New Zealand,Batter,,0,0,0.0,7,151,nan
4234,RA Thomas,6db7068e,Canada,Batter,,0,0,0.0,7,72,nan
4235,Simandeep Singh,2a242d58,Hong Kong,Batter,,0,0,0.0,7,33,nan
4236,JN Dorji,a73251ff,Bhutan,Batter,,0,0,0.0,7,69,nan
4237,T Whiteman,472455a3,Luxembourg,Batter,,0,0,0.0,7,136,nan
4238,Jubaid Ahamed,ea5e0599,France,Batter,,0,0,0.0,7,49,nan
4239,S Ashwathnarayana,8f8d30be,Hungary,Batter,,0,0,0.0,7,148,nan
4240,Sameer Patel,2bae86b6,Lesotho,Batter,,0,0,0.0,7,98,nan
4241,S Mba,400cf68e,Nigeria,Batter,,0,0,0.0,7,105,nan
4242,D Cleaver,e3a949be,New Zealand,Batter,,0,0,0.0,7,122,nan
4243,Habib Ahmadzai,fa794790,Austria,Batter,,0,0,0.0,7,103,nan
4244,Abdul Rahman,12f53be7,France,Batter,,0,0,0.0,7,117,nan
4245,F Campbell,02c3024c,Gambia,Batter,,0,0,0.0,7,50,nan
4246,Ousman Bah,95c214dd,Gambia,Batter,,0,0,0.0,7,22,nan
4247,Ali Zaheer,04ed04d2,Kuwait,Batter,,0,0,0.0,7,95,nan
4248,Choudry Share Ali,5c037734,Sweden,Batter,,0,0,0.0,7,176,nan
4249,Jassim Khan,67e36e53,Qatar,Batter,,0,0,0.0,7,106,nan
4250,E Otgonbayar,3f9783fd,Mongolia,Batter,,0,0,0.0,7,23,nan
4251,Khalid Shah,9e432a38,United Arab Emirates,Batter,,0,0,0.0,7,116,nan
4252,NR Welch,74c6c6e0,Zimbabwe,Batter,,0,0,0.0,7,97,nan
4253,C Tear,7ffe4817,Scotland,Batter,,0,0,0.0,7,87,nan
4254,A Rajshekara,1f3e41fe,Romania,Batter,,0,0,0.0,7,106,nan
4255,A Ilaoa,4d733a54,Samoa,Batter,,0,0,0.0,7,35,nan
4256,CC Machado,5992ef03,Brazil,Batter,,0,0,0.0,7,31,nan
4257,AR Odedara,a7a6c1c2,Oman,Batter,,0,0,0.0,7,44,nan
4258,YI Kachhalia,61650adb,Panama,Batter,,0,0,0.0,7,35,nan
4259,V Hirlal,3eb2a27b,Suriname,Batter,,0,0,0.0,7,56,nan
4260,R Poojary,d05e9052,Mexico,Batter,,0,0,0.0,7,30,nan
4261,K Hardat,f91f59f3,Suriname,Batter,,0,0,0.0,7,50,nan
4262,MJ Scotland,a1cc467d,Bermuda,Batter,,0,0,0.0,7,123,nan
4263,MA Sherry,77eb2d60,Singapore,Batter,,0,0,0.0,7,68,nan
4264,L Steenkamp,8bd9fd13,Namibia,Batter,,0,0,0.0,7,137,nan
4265,Nishat Sakib,554f19e4,South Korea,Batter,,0,0,0.0,7,103,nan
4266,SJ French,0e93ef92,Samoa,Batter,,0,0,0.0,7,70,nan
4267,Zubair Ali,f16e776a,Qatar,Batter,,0,0,0.0,7,205,nan
4268,D Mendonca,8c2ce459,Timor-Leste,Batter,,0,0,0.0,7,18,nan
4269,Ali Rahmon,c9c19700,Nigeria,Batter,,0,0,0.0,7,148,nan
4270,CD McMillan,f5390243,New Zealand,Batter,,0,0,0.0,7,187,nan
4271,RS Morton,2f8a9682,West Indies,Batter,,0,0,0.0,7,96,nan
4272,IJL Trott,ac7fa28f,England,Batter,,0,0,0.0,7,138,nan
4273,DO Obuya,6ed3d5ac,Kenya,Batter,,0,0,0.0,7,84,nan
4274,Nazimuddin,4aef496b,Bangladesh,Batter,,0,0,0.0,7,178,nan
4275,ES Szwarczynski,6a7239a7,Netherlands,Batter,,0,0,0.0,7,96,nan
4276,Imran Farhat,480ed517,Pakistan,Batter,,0,0,0.0,7,76,nan
4277,Rameez Raja (2),e191bf68,Pakistan,Batter,,0,0,0.0,7,64,nan
4278,R Gunasekera,9b6ad88a,Canada,Batter,,0,0,0.0,7,191,nan
4279,PJ Hughes,004c9e85,Australia,Batter,,0,0,0.0,7,173,nan
4280,Mukhtar Ahmed,456f6d99,Pakistan,Batter,,0,0,0.0,7,193,nan
4281,Muhammad Kaleem,ff86a0e1,United Arab Emirates,Batter,,0,0,0.0,7,70,nan
4282,IR Jaggi,dded65e7,India,Batter,,0,0,0.0,7,76,nan
4283,V Suryavanshi,470f446b,India,Batter,,0,0,0.0,7,252,nan
4284,A Mhatre,b2b4f545,India,Batter,,0,0,0.0,7,240,nan
4285,AA Bilakhia,bff458c6,,Batter,,0,0,0.0,7,69,nan
4286,MC Juneja,605b7efa,,Batter,,0,0,0.0,7,125,nan
4287,Umar Siddiq,8efab8ed,Pakistan,Batter,,0,0,0.0,7,169,nan
4288,JR Doran,9cebb612,Australia,Batter,,0,0,0.0,7,57,nan
4289,BJ Holt,f05d1564,,Batter,,0,0,0.0,7,84,nan
4290,CA Wakim,c5e415aa,Australia,Batter,,0,0,0.0,7,67,nan
4291,PA Jaques,03252e44,Australia,Batter,,0,0,0.0,7,207,nan
4292,JN Hamilton,78feb458,,Batter,,0,0,0.0,7,56,nan
4293,KA Anderson,672d7379,West Indies,Batter,,0,0,0.0,7,82,nan
4294,LJ Barker,da1f80f8,Guernsey,Batter,,0,0,0.0,6,57,nan
4295,K Suttisan,00757ae7,Thailand,Batter,,0,0,0.0,6,109,nan
4296,DDP D'Silva,07b6f54c,United Arab Emirates,Batter,,0,0,0.0,6,91,nan
4297,GM Strydom,5dc19220,Cayman Islands,Batter,,0,0,0.0,6,97,nan
4298,Wahidullah Usmani,6d27e42d,Belgium,Batter,,0,0,0.0,6,138,nan
4299,FA Klokker,821a412e,Denmark,Batter,,0,0,0.0,6,48,nan
4300,NL Smith,547408c8,Italy,Batter,,0,0,0.0,6,90,nan
4301,AA Jasani,1fb04d31,Tanzania,Batter,,0,0,0.0,6,185,nan
4302,J Trembeath-Moro,788d661c,Spain,Batter,,0,0,0.0,6,128,nan
4303,RL Vitas,869f61bc,Serbia,Batter,,0,0,0.0,6,82,nan
4304,Abrar Bilal,6ddaee2d,Austria,Batter,,0,0,0.0,6,64,nan
4305,Ismaeel Zia,70abbb67,Sweden,Batter,,0,0,0.0,6,54,nan
4306,S Bangera,856fc47a,Israel,Batter,,0,0,0.0,6,65,nan
4307,Ziaur Rehman,085c1a4c,Finland,Batter,,0,0,0.0,6,88,nan
4308,Manoj Adhikari,26529e00,Bhutan,Batter,,0,0,0.0,6,34,nan
4309,S Navaratne,29573e43,Japan,Batter,,0,0,0.0,6,40,nan
4310,Eric Phiri,b6355062,Eswatini,Batter,,0,0,0.0,6,104,nan
4311,P Heron,30b902a3,Cayman Islands,Batter,,0,0,0.0,6,66,nan
4312,JAD Lawrenson,c810b349,Jersey,Batter,,0,0,0.0,6,67,nan
4313,WL Madsen,86e0f3f0,Italy,Batter,,0,0,0.0,6,100,nan
4314,PB Gouge,fe2432c4,Jersey,Batter,,0,0,0.0,6,124,nan
4315,KA Vimlesh,6d2081aa,Romania,Batter,,0,0,0.0,6,68,nan
4316,S Mathur,11378dda,Hong Kong,Batter,,0,0,0.0,6,100,nan
4317,Puneet Arora,c2f8f36e,Mexico,Batter,,0,0,0.0,6,84,nan
4318,Kaushal Kumar,8cc37805,Mexico,Batter,,0,0,0.0,6,147,nan
4319,R Theruvath,eb6d1f4d,Qatar,Batter,,0,0,0.0,6,40,nan
4320,DR Tawake,8c11c10a,Fiji,Batter,,0,0,0.0,6,59,nan
4321,S Gantulga,8d995b86,Mongolia,Batter,,0,0,0.0,6,10,nan
4322,WA Simpson,6de0f650,Singapore,Batter,,0,0,0.0,6,117,nan
4323,SK Patel,f93b43dd,United States of America,Batter,,0,0,0.0,6,105,nan
4324,G Caisley,0f06d3cd,Brazil,Batter,,0,0,0.0,6,16,nan
4325,FFJ Heo,c73c75f9,Indonesia,Batter,,0,0,0.0,6,20,nan
4326,KB Patil,0474fd64,Mexico,Batter,,0,0,0.0,6,42,nan
4327,L Maximo,58c0c30c,Brazil,Batter,,0,0,0.0,6,23,nan
4328,Nawazish Akhtar,7503149b,Saudi Arabia,Batter,,0,0,0.0,6,65,nan
4329,RA Herman,9c821d2e,South Africa,Batter,,0,0,0.0,6,153,nan
4330,BJ Jacobs,972f217b,New Zealand,Batter,,0,0,0.0,6,99,nan
4331,Ali Nadeem,02802468,Canada,Batter,,0,0,0.0,6,188,nan
4332,D Matla,d1bec7a6,Slovenia,Batter,,0,0,0.0,6,23,nan
4333,Faraaz Mehti Abbas,4233080d,Finland,Batter,,0,0,0.0,6,65,nan
4334,S Chilemanya,e1fe58ad,Nigeria,Batter,,0,0,0.0,6,48,nan
4335,SM Solia,fd9f43bb,Samoa,Batter,,0,0,0.0,6,170,nan
4336,EDS Pimheiro,88d574fd,Timor-Leste,Batter,,0,0,0.0,6,5,nan
4337,Arif Hosen,a21dfb66,Timor-Leste,Batter,,0,0,0.0,6,4,nan
4338,Mohammad Bhaidu,6d1c88a4,Zambia,Batter,,0,0,0.0,6,50,nan
4339,Mohmedazim Abbasbhai,175d3d9f,Zambia,Batter,,0,0,0.0,6,72,nan
4340,Nirmaljit Singh,cf719840,Cambodia,Batter,,0,0,0.0,6,21,nan
4341,AN Kervezee,dc36a6a5,Netherlands,Batter,,0,0,0.0,6,148,nan
4342,SP Khakurel,9a6b71d1,Nepal,Batter,,0,0,0.0,6,54,nan
4343,Rafatullah Mohmand,9211d267,Pakistan,Batter,,0,0,0.0,6,85,nan
4344,Vishnu Vinod,0494fa6e,India,Batter,,0,0,0.0,6,56,nan
4345,AS Yadav,b9be6507,,Batter,,0,0,0.0,6,49,nan
4346,A Chopra,e249fdaa,India,Batter,,0,0,0.0,6,53,nan
4347,Saad Baig,eb75d76c,Pakistan,Batter,,0,0,0.0,6,70,nan
4348,Shahid Yousuf,7298fa49,Pakistan,Batter,,0,0,0.0,6,99,nan
4349,TP Alsop,961b8ff1,Australia,Batter,,0,0,0.0,6,115,nan
4350,AJ Crosthwaite,0c8836b6,,Batter,,0,0,0.0,6,60,nan
4351,EJM Cowan,fee3c48a,Australia,Batter,,0,0,0.0,6,67,nan
4352,KO Wickham,211aeb65,India,Batter,,0,0,0.0,6,84,nan
4353,DJ Bell-Drummond,8f938a32,Pakistan,Batter,,0,0,0.0,6,151,nan
4354,K Verreynne,bf814547,,Batter,,0,0,0.0,6,171,nan
4355,SJ Erwee,a3ce3d1d,Australia,Batter,,0,0,0.0,6,141,nan
4356,JNT Vare,3e326efc,Papua New Guinea,Batter,,0,0,0.0,5,52,nan
4357,MP Biddappa,c45701b6,Philippines,Batter,,0,0,0.0,5,63,nan
4358,Zishan Shah,432bf4f5,Denmark,Batter,,0,0,0.0,5,88,nan
4359,C Hauptfleisch,c8a18d94,Cayman Islands,Batter,,0,0,0.0,5,69,nan
4360,OR Willis,819574ef,Cayman Islands,Batter,,0,0,0.0,5,19,nan
4361,Ahsan Abbasi,4f21dc48,Hong Kong,Batter,,0,0,0.0,5,63,nan
4362,Hamed Khan,0e4843d2,Hong Kong,Batter,,0,0,0.0,5,30,nan
4363,Ansh Tandon,599ce28e,United Arab Emirates,Batter,,0,0,0.0,5,34,nan
4364,Mamoon Latif,8d78d0d0,Belgium,Batter,,0,0,0.0,5,44,nan
4365,Hilal Ahmad,f78aa227,Czech Republic,Batter,,0,0,0.0,5,51,nan
4366,Hadisullah Tarakhel,77bedcce,Belgium,Batter,,0,0,0.0,5,154,nan
4367,S Santhirakumaran,67721a32,France,Batter,,0,0,0.0,5,64,nan
4368,Zameer Khan,fb0d3749,Denmark,Batter,,0,0,0.0,5,66,nan
4369,R Gowthaman,bfd93f9b,Sweden,Batter,,0,0,0.0,5,78,nan
4370,Dipanjan Dey,fa180043,Sweden,Batter,,0,0,0.0,5,124,nan
4371,D Uwimana,1f8e97d7,Rwanda,Batter,,0,0,0.0,5,47,nan
4372,V Jagannivasan,dfbea4b3,Czech Republic,Batter,,0,0,0.0,5,21,nan
4373,Asad Mahmood,5038c022,Switzerland,Batter,,0,0,0.0,5,61,nan
4374,Shehzad Patel,101373a3,Swaziland,Batter,,0,0,0.0,5,35,nan
4375,FE Carava,dc650363,Mozambique,Batter,,0,0,0.0,5,29,nan
4376,E Haven,5190900f,Bahamas,Batter,,0,0,0.0,5,19,nan
4377,Kapil Kumar,d4e70d7c,Philippines,Batter,,0,0,0.0,5,71,nan
4378,Yogev Nagavkar,c85bea6b,Israel,Batter,,0,0,0.0,5,77,nan
4379,C Bogdanos,ecdfdd3c,Greece,Batter,,0,0,0.0,5,95,nan
4380,A Gasteratos,e87c009a,Greece,Batter,,0,0,0.0,5,17,nan
4381,Sathya Narayanan,8ae49076,Switzerland,Batter,,0,0,0.0,5,35,nan
4382,J Pakhiaokajee,44d623c9,Thailand,Batter,,0,0,0.0,5,30,nan
4383,N Acawei,93c8799e,Fiji,Batter,,0,0,0.0,5,51,nan
4384,DS Maraiwai,a6755401,Fiji,Batter,,0,0,0.0,5,71,nan
4385,CR Richards,c10a581f,St Helena,Batter,,0,0,0.0,5,12,nan
4386,A Modi,4edfc785,Singapore,Batter,,0,0,0.0,5,48,nan
4387,Zaid Soulat,14cbe9b7,Bulgaria,Batter,,0,0,0.0,5,95,nan
4388,Huang Junjie,7a25958c,China,Batter,,0,0,0.0,5,34,nan
4389,R Mupfudza,f4417987,Zimbabwe,Batter,,0,0,0.0,5,115,nan
4390,H Upadhyay,267cafb0,Mongolia,Batter,,0,0,0.0,5,14,nan
4391,H McAleer,8b39d02a,Isle of Man,Batter,,0,0,0.0,5,54,nan
4392,JL Smith,c834c290,England,Batter,,0,0,0.0,5,130,nan
4393,M Worndl,e8d1c172,Czech Republic,Batter,,0,0,0.0,5,43,nan
4394,J Cama,6a868271,Fiji,Batter,,0,0,0.0,5,31,nan
4395,GPK Wijesingha,91f4a6e5,Maldives,Batter,,0,0,0.0,5,102,nan
4396,S Sankar,69997d9d,Saudi Arabia,Batter,,0,0,0.0,5,52,nan
4397,OK Mohamed,3cb42681,Ivory Coast,Batter,,0,0,0.0,5,20,nan
4398,D Issiaka,933b30c9,Ivory Coast,Batter,,0,0,0.0,5,4,nan
4399,QF Djakaridja,9ae09b37,Ivory Coast,Batter,,0,0,0.0,5,1,nan
4400,P Suman Bhai Ahir,af3042f1,Panama,Batter,,0,0,0.0,5,17,nan
4401,Sohel Ebrahim Desai,3ec178e7,Panama,Batter,,0,0,0.0,5,11,nan
4402,Manuel Iturbe,bddbf5ec,Argentina,Batter,,0,0,0.0,5,42,nan
4403,A Mustafa,a4571ba9,Argentina,Batter,,0,0,0.0,5,30,nan
4404,A Oxley,d1317833,Belize,Batter,,0,0,0.0,5,116,nan
4405,JDA Richardson,e8c00c13,Bermuda,Batter,,0,0,0.0,5,31,nan
4406,Amir Khan,a7bc0f3d,Malaysia,Batter,,0,0,0.0,5,76,nan
4407,J Pickering,1ac8edcf,Cook Islands,Batter,,0,0,0.0,5,29,nan
4408,C Potgieter,d3bdc89c,Portugal,Batter,,0,0,0.0,5,102,nan
4409,Ranjit Singh,0467bd8d,Austria,Batter,,0,0,0.0,5,82,nan
4410,SL Verma,26b6a4e9,Uganda,Batter,,0,0,0.0,5,206,nan
4411,K Krishnakumar,ff60c8ba,Bulgaria,Batter,,0,0,0.0,5,92,nan
4412,Mongdara Sok,9c5c3408,Cambodia,Batter,,0,0,0.0,5,2,nan
4413,DR Martyn,69762509,Australia,Batter,,0,0,0.0,5,139,nan
4414,DF Watts,ad733e72,Scotland,Batter,,0,0,0.0,5,104,nan
4415,NS Poonia,e343abe9,Scotland,Batter,,0,0,0.0,5,94,nan
4416,CJO Smith,c46e9e56,Scotland,Batter,,0,0,0.0,5,57,nan
4417,JM How,fd8f11e9,New Zealand,Batter,,0,0,0.0,5,56,nan
4418,Raqibul Hasan,17efdeb8,Bangladesh,Batter,,0,0,0.0,5,51,nan
4419,ND McKenzie,a830c083,South Africa,Batter,,0,0,0.0,5,25,nan
4420,SM Davies,8fc65c2b,England,Batter,,0,0,0.0,5,102,nan
4421,JS Foster,e68dd455,England,Batter,,0,0,0.0,5,37,nan
4422,DG Brownlie,22bd731a,New Zealand,Batter,,0,0,0.0,5,6,nan
4423,Amjad Ali,e4271302,United Arab Emirates,Batter,,0,0,0.0,5,42,nan
4424,Faizan Asif,8b89eb80,United Arab Emirates,Batter,,0,0,0.0,5,52,nan
4425,RP Magar,95bcba19,Nepal,Batter,,0,0,0.0,5,39,nan
4426,Nauman Anwar,d0540390,Pakistan,Batter,,0,0,0.0,5,59,nan
4427,PN Mankad,663b5e34,,Batter,,0,0,0.0,5,97,nan
4428,Sanvir Singh,b0f2baf4,,Batter,,0,0,0.0,5,25,nan
4429,SK Rasheed,cbf58a86,India,Batter,,0,0,0.0,5,71,nan
4430,AG Paunikar,3a02626a,India,Batter,,0,0,0.0,5,49,nan
4431,Sunny Singh,30e37810,Pakistan,Batter,,0,0,0.0,5,43,nan
4432,Gulraiz Sadaf,ebd1ab1f,Pakistan,Batter,,0,0,0.0,5,110,nan
4433,MF Hurst,40e4cf47,Australia,Batter,,0,0,0.0,5,64,nan
4434,L Shaw,b34e4b15,Australia,Batter,,0,0,0.0,5,92,nan
4435,AW Robinson,7001dee4,Australia,Batter,,0,0,0.0,5,71,nan
4436,CJL Rogers,d8360178,,Batter,,0,0,0.0,5,63,nan
4437,RA Clarke,de098678,India,Batter,,0,0,0.0,5,99,nan
4438,SE Thomas,d9792701,,Batter,,0,0,0.0,5,45,nan
4439,WB Marshall,2d7f2ba0,Australia,Batter,,0,0,0.0,5,57,nan
4440,GJ Thompson,91f0792f,Ireland,Batter,,0,0,0.0,4,93,nan
4441,C Carter,1e25b5bf,Hong Kong,Batter,,0,0,0.0,4,53,nan
4442,Zakir Hasan,e3e09091,Bangladesh,Batter,,0,0,0.0,4,11,nan
4443,C Zhuwao,3e51db81,Zimbabwe,Batter,,0,0,0.0,4,36,nan
4444,HB Kayondo,d26858c0,Uganda,Batter,,0,0,0.0,4,104,nan
4445,Faisal Javed,b0ef0346,Qatar,Batter,,0,0,0.0,4,54,nan
4446,Abraash Khan,684dc2da,Canada,Batter,,0,0,0.0,4,66,nan
4447,H Pragji,e28327c6,Botswana,Batter,,0,0,0.0,4,38,nan
4448,I Pandey,ed547c49,Nepal,Batter,,0,0,0.0,4,33,nan
4449,Mian Mehmood,4a4991c1,Portugal,Batter,,0,0,0.0,4,28,nan
4450,LA Collado,177009a5,Gibraltar,Batter,,0,0,0.0,4,17,nan
4451,S Chophel,45f4af74,Bhutan,Batter,,0,0,0.0,4,11,nan
4452,Sajid Cheema,b05cfcec,Saudi Arabia,Batter,,0,0,0.0,4,39,nan
4453,EB Knowles,e141fddd,Czech Republic,Batter,,0,0,0.0,4,50,nan
4454,Virk Ali,f7f7bee0,France,Batter,,0,0,0.0,4,76,nan
4455,H Srinivasan,300bdcbb,Germany,Batter,,0,0,0.0,4,35,nan
4456,W McClintock,b16ddb79,Ireland,Batter,,0,0,0.0,4,34,nan
4457,S Samal,c7e3c349,Rwanda,Batter,,0,0,0.0,4,68,nan
4458,Anser Mehmood,e871b2f0,Switzerland,Batter,,0,0,0.0,4,73,nan
4459,J Grassi,913b4b9f,Italy,Batter,,0,0,0.0,4,58,nan
4460,S Udhayan,a8d6305d,Seychelles,Batter,,0,0,0.0,4,17,nan
4461,AAA Patel,fd3c5c00,Lesotho,Batter,,0,0,0.0,4,32,nan
4462,C Brown,d504bc4c,Belize,Batter,,0,0,0.0,4,46,nan
4463,RM Siri,f1737607,Argentina,Batter,,0,0,0.0,4,86,nan
4464,Aminullah Tanha,4fde9ae6,Norway,Batter,,0,0,0.0,4,5,nan
