#,Player,Country,Role,Balls,Wickets,Economy,Style,UUID
913,R Kumar,,Batter,143,3,9.48,,2df874e6
914,KA Bazil,,Batter,143,5,8.77,,d22287a8
915,JL Carter,,Batter,143,4,9.31,,0a9d8b61
916,A Rangaswamy,,Batter,142,11,5.15,,08df0bd3
917,Taher Muhammad,,Batter,142,4,9.89,,68832922
918,V Sehwag,,Batter,142,6,10.39,,8ba8195d
919,PKD Chase,,Batter,141,8,9.66,,8c2aa0f9
920,N Zimonjic,,Batter,141,10,10.89,,638f451b
921,M Jobarteh,,Batter,141,6,8.21,,4a2ce060
922,BDH Stevens,,Batter,140,10,6.51,,f8035c2a
923,F Hand,,Batter,140,5,9.34,,e3fe4b49
924,KJ Ferrary,,Batter,140,11,6.30,,81898acc
925,Tashi Dorji,,Batter,140,8,5.49,,0f05655d
926,R Sandeep,,Batter,140,5,4.80,,175937f6
927,Syed Maisam Ali,,Batter,139,15,5.35,,e204b898
928,YP Dayal,,Batter,139,4,6.65,,990f1424
929,K Khejroliya,,Batter,139,6,10.14,,fa2f1dde
930,RR Raje,,Batter,139,6,8.59,,5f4e9e8f
931,R Sathish,,Batter,139,3,9.80,,626c5379
932,CT Mutombodzi,,Batter,138,5,7.30,,26f12506
933,CS MacLeod,,Batter,138,3,7.74,,9c376401
934,CD de Lange,,Batter,138,7,5.35,,e6d298e8
935,K Motlanka,,Batter,138,10,6.91,,21549344
936,S Waqas Ahmed,,Batter,138,8,6.43,,fb27d38c
937,PRP Boissevain,,Batter,138,6,8.48,,a300e810
938,Sidhant Singh,,Batter,138,6,8.87,,8f1e023f
939,Junaid Aziz,,Batter,138,14,7.87,,c39ee9e0
940,HL Harji,,Batter,138,5,7.52,,29663fda
941,Abdullah Jasat,,Batter,138,7,7.13,,5a42db78
942,Mohammad Asaduzzaman,,Batter,138,4,6.96,,11406bad
943,HB Dickson,,Batter,138,6,4.96,,e8c95491
944,TS Waqavakatoga,,Batter,138,5,7.30,,039cabd9
945,P Nedeljkovic,,Batter,138,5,5.91,,87e87dd2
946,D Rawat,,Batter,138,8,7.00,,cda3625c
947,TJ Draca,,Batter,138,8,4.87,,88fac705
948,Saeed Waqar Ali,,Batter,138,6,10.09,,1a353572
949,Aslan Jafri,,Batter,138,9,7.65,,a14b5f3c
950,V Jatinder Kumar,,Batter,138,6,6.48,,72ef2c6b
951,E Ndubudem,,Batter,138,7,5.04,,f3e65a4b
952,CS Martin,,Batter,138,7,8.09,,05e0fab5
953,Mohammad Ashraful,,Batter,138,8,8.87,,2bb09eb2
954,JF Mooney,,Batter,138,10,6.26,,aae9ce90
955,SP Gauchan,,Batter,138,6,5.43,,2d8aae2f
956,M Ansari,,Batter,138,6,8.26,,681af475
957,Yudhvir Singh,,Batter,138,8,10.52,,4885bbe6
958,S Ladda,,Batter,138,5,9.57,,fb693839
959,Zohaib Khan,,Batter,138,3,8.30,,a3a1c7ef
960,A Khan,,Batter,137,7,6.26,,e27cff77
961,Bilal Ahmad Mir,,Batter,137,9,8.36,,2237eb05
962,Mayank Dagar,,Batter,137,2,8.67,,a457cfb5
963,Prince Yadav,,Batter,137,3,9.55,,80b2fb19
964,KS Williamson,,Batter,136,6,8.43,,d027ba9f
965,VR Iyer,,Batter,136,8,9.44,,a24be938
966,J Jarvis,,Batter,136,11,8.29,,ab54f9e7
967,PK Mohanarangam,,Batter,136,12,3.35,,d73891ad
968,Imran Khan (1),,Batter,136,5,8.91,,195fb6db
969,Mohamed Turay,,Batter,135,7,7.16,,019d7ef5
970,AS Mehmi,,Batter,134,5,7.34,,4612619b
971,CE McConchie,,Batter,134,7,7.21,,d285acaf
972,G Singh,,Batter,134,8,4.61,,e93b6c95
973,Arslan Amjad,,Batter,134,12,9.90,,c228c52d
974,Zohaib Sarwar,,Batter,133,6,8.08,,bd3cecc6
975,JG Bethell,,Batter,133,8,8.03,,3c55c703
976,Z Shurentsetseg,,Batter,133,5,9.38,,45c6afaf
977,KM Asif,,Batter,133,7,9.83,,798cc28e
978,T Muzarabani,,Batter,132,5,9.68,,a945bb28
979,AW Hawkins-Kay,,Batter,132,8,7.18,,8160713d
980,Abdul Waheed,,Batter,132,5,6.86,,23fa9ea9
981,Aslam Mohammad,,Batter,132,5,5.77,,67ae5a56
982,JK Mukhiya,,Batter,132,7,6.59,,f8dcfe4e
983,Mohammad Aadil Alam,,Batter,132,9,6.68,,70ced7f2
984,B Dugic,,Batter,132,8,10.27,,5edaa34d
985,Sachin Kumar,,Batter,132,7,8.68,,b76b2d25
986,H Rashid,,Batter,132,5,7.95,,725c73f2
987,SM Warnakulasuriya,,Batter,132,10,6.68,,8a5a8cf0
988,Abdullah Rana,,Batter,132,14,8.00,,c4ab9b94
989,Dhananjay Rao,,Batter,132,7,6.36,,6a11facf
990,NT Gireesh,,Batter,132,9,7.23,,32190239
991,DK Dahyabhai Ahir,,Batter,132,6,5.14,,ce9ee68f
992,Ali Sheikh,,Batter,132,10,6.41,,fa4f5a0b
993,Ali Nawaz,,Batter,132,10,10.64,,deef8879
994,Kamal Soukhiya,,Batter,132,5,7.73,,64457c72
995,DVD Madampage,,Batter,132,6,8.32,,f681fa6e
996,GC Tonge,,Batter,132,9,7.50,,7d21eb9b
997,P Amarnath,,Batter,132,7,10.73,,6ad3a659
998,WER Somerville,,Batter,132,3,7.18,,74a1c1e3
999,L Guthrie,,Batter,132,6,8.77,,b03303ca
1000,GD Putland,,Batter,132,3,8.05,,9f54ae00
1001,ACR Birch,,Batter,132,7,8.59,,9df3a2f4
1002,Ahmed Wardak,,Batter,131,9,6.23,,3daaabaa
1003,M Syahadat Ramli,,Batter,131,12,6.05,,5efa8af3
1004,Fazil Rahman,,Batter,131,13,6.69,,d18b7f34
1005,Ziaurahman Shinwari,,Batter,131,9,6.46,,f1e7f97c
1006,RR Joshi,,Batter,130,5,7.98,,a323465c
1007,S Chaudhary,,Batter,130,7,7.25,,24c1844e
1008,Zahid Zadran,,Batter,130,5,7.43,,a819f6c8
1009,Yusuf Ebrahim,,Batter,129,6,8.70,,2d5c6e88
1010,Ngawang Thinley,,Batter,129,12,7.44,,cc62ec8a
1011,ZXM Vukusic,,Batter,129,7,8.28,,78a3ae4b
1012,Arif Ullah,,Batter,129,8,7.95,,740a5b6d
1013,BM Wheeler,,Batter,128,7,9.00,,397f4d3a
1014,JB Reva,,Batter,127,7,6.94,,6a685375
1015,Alam Nakash,,Batter,127,6,6.66,,90830f8d
1016,Kuldeep Gurjar,,Batter,127,10,8.74,,2306b48a
1017,Chen Zhuo Yue,,Batter,127,5,8.08,,47b33198
1018,D Wabwire,,Batter,127,7,6.43,,a628a5c8
1019,MD Dai,,Batter,126,4,5.76,,5be810ba
1020,Rakibul Hasan,,Batter,126,7,7.05,,b75b7b09
1021,Z Hoque,,Batter,126,4,5.81,,68f500c8
1022,A Ndlovu,,Batter,126,2,8.33,,3abe1ef6
1023,CT Mumba,,Batter,126,3,8.71,,28496266
1024,Amoluk Singh,,Batter,126,5,6.24,,266473e2
1025,P Vekaria,,Batter,126,3,7.14,,b68b1633
1026,Ahsan Khan,,Batter,126,5,9.81,,4c72b407
1027,AN Lascu,,Batter,126,7,8.90,,e2c882d1
1028,A Donovan,,Batter,126,3,6.67,,02888f23
1029,D Ramani,,Batter,126,7,7.62,,dacf556b
1030,Saghir Khan,,Batter,126,10,7.90,,730d2283
1031,Sareer Shah,,Batter,126,4,8.57,,f16953c5
1032,Marcelle Hanekom,,Batter,126,6,7.71,,dd26ae6e
1033,TM Odoyo,,Batter,126,9,4.67,,2c13defe
1034,HS Baidwan,,Batter,126,7,6.57,,7839bf3a
1035,Irfan Ahmed,,Batter,126,10,6.38,,5c124657
1036,JA Thompson,,Batter,126,9,8.76,,1d2f290a
1037,RM Duffield,,Batter,126,5,8.81,,7da44536
1038,CK Holder,,Batter,126,6,9.14,,f7c3d426
1039,Tamoor Sajjad,,Batter,125,4,7.34,,7bb926a7
1040,A Chenthamara,,Batter,125,10,6.29,,e7e14ecc
1041,VN Veetil,,Batter,124,4,7.94,,3cf5a041
1042,D Mullen,,Batter,123,5,6.93,,61da7440
1043,RJ Nicol,,Batter,123,5,7.80,,8d8c24fd
1044,Ashwani Kumar,,Batter,123,11,10.88,,d45c29b1
1045,S Milenko,,Batter,123,9,10.00,,479f9b04
1046,P Sharma,,Batter,122,5,6.10,,d047f983
1047,DGAPD Wiswi,,Batter,121,8,5.40,,d3d096f5
1048,Baljit Singh,,Batter,120,5,5.60,,39f0b039
1049,M Faheem,,Batter,120,8,6.00,,7fc8bb18
1050,PR Brown,,Batter,120,3,9.20,,1efd12d1
1051,MW Parkinson,,Batter,120,7,9.60,,19708692
1052,Abdul Majid,,Batter,120,5,5.25,,384cebed
1053,Shahab Alam,,Batter,120,4,9.40,,cdd9fa95
1054,Baz Aybui,,Batter,120,7,6.70,,58a7f842
1055,Imran Yousaf,,Batter,120,7,5.95,,5e67d4e0
1056,IG Holland,,Batter,120,8,4.10,,4167f30b
1057,S Dhakal,,Batter,120,2,8.00,,8955b928
1058,Elan Talker,,Batter,120,6,7.35,,bb939fa3
1059,S Ravoka,,Batter,120,7,6.20,,ce7936a5
1060,N Tyagi,,Batter,120,5,7.80,,53984f75
1061,Santiago Duggan,,Batter,120,5,4.60,,6876264c
1062,H Satheedevi,,Batter,120,7,8.85,,a17a9548
1063,P Dakainivanua,,Batter,120,7,5.55,,5485c999
1064,JQK Moala,,Batter,120,9,5.15,,d77ddc9f
1065,JI de Villiers,,Batter,120,3,8.15,,3847ec84
1066,NT Rajendran,,Batter,120,5,6.00,,e38e240a
1067,Lovedeep Singh,,Batter,120,6,5.75,,a6e5e144
1068,GD Drummond,,Batter,120,4,7.45,,5b8fffb4
1069,JO Ngoche,,Batter,120,2,5.25,,a9a4df9f
1070,SD Parry,,Batter,120,5,8.55,,fdb8ed0d
1071,DJ Thornely,,Batter,120,6,7.00,,7d3937ed
1072,R Shukla,,Batter,120,5,9.85,,de4b0555
1073,ND Stewart,,Batter,120,5,9.05,,16edfe47
1074,M Matthew,,Batter,120,4,7.85,,e9200997
1075,K Nadeeshan,,Batter,120,5,8.35,,778b9795
1076,WK McCallan,,Batter,119,8,6.86,,c942a53b
1077,Ehsan Adil,,Batter,119,7,8.22,,210b05cb
1078,Toqeer Ahmad,,Batter,118,8,6.20,,d4f2a7b0
1079,SW Masakadza,,Batter,117,4,10.26,,2182013e
1080,T Bokako,,Batter,117,3,9.38,,032e4384
1081,Aaron Jones,,Batter,116,7,7.09,,17aa4f1d
1082,M Faraz Akram,,Batter,116,1,9.31,,38214163
1083,Sohail Ahmed,,Batter,116,4,7.60,,4db71b2e
1084,PE Kruger,,Batter,116,8,8.64,,39181592
1085,P Pushparajan,,Batter,116,7,7.29,,a143d606
1086,S Tabuisulu,,Batter,115,3,7.30,,62708dce
1087,Kabir Berlia,,Batter,115,8,8.35,,5e5a45bd
1088,C Waiswa,,Batter,114,10,7.11,,18db3f22
1089,E Ochieng,,Batter,114,4,8.47,,b64e3749
1090,KR Ebanks,,Batter,114,3,8.63,,e52eb657
1091,J Perman,,Batter,114,5,6.53,,125bba96
1092,OJ Webster,,Batter,114,7,6.63,,a69e2964
1093,E Ernest,,Batter,114,4,4.63,,4a2159dc
1094,AN Toube,,Batter,114,5,6.95,,7f929ebe
1095,S Tarawally,,Batter,114,1,5.95,,809ab8d4
1096,Ibrahim Nashath,,Batter,114,6,6.00,,98514dce
1097,M Podosky,,Batter,114,3,7.05,,c46999c7
1098,I Elec,,Batter,114,6,6.11,,4d0d5b7d
1099,DK Pallekonda,,Batter,114,6,10.16,,e77c9807
1100,CAH Stevenson,,Batter,114,6,8.68,,7239b60d
1101,SM Tupou,,Batter,114,10,6.00,,a02b9f81
1102,Luo Shilin,,Batter,114,2,7.47,,c251b048
1103,Saqlain Arshad,,Batter,114,6,7.26,,71ad618b
1104,WT Mubayiwa,,Batter,114,5,4.58,,2343b4bf
1105,Rameez Khan,,Batter,114,8,7.11,,ee86a890
1106,R Siriwardena,,Batter,114,12,9.32,,c3ba4942
1107,J Danikula,,Batter,114,7,7.79,,98e4af63
1108,Muzahir Raza,,Batter,114,8,8.21,,60606200
1109,SS Shukla,,Batter,114,7,5.11,,576d6fdf
1110,S Jegannathan,,Batter,114,7,5.79,,866e9f3d
1111,RM West,,Batter,114,3,7.21,,d1761087
1112,RML Taylor,,Batter,114,4,8.26,,7fa2ab1f
1113,Mehran Mumtaz,,Batter,114,5,6.26,,373838de
1114,JA Chohan,,Batter,114,4,7.16,,58be5e46
1115,P Florin,,Batter,113,12,6.27,,c9c356e2
1116,YYM Jakda,,Batter,113,8,7.86,,2e3dc859
1117,A Maheshwari,,Batter,113,5,9.77,,3ec513ea
1118,Kamran Ahmadzai,,Batter,113,6,7.70,,afa2ebba
1119,S Sugaya-Slater,,Batter,113,5,6.64,,2d02f041
1120,LMP Simmons,,Batter,112,7,9.70,,89f64c19
1121,Sulaiman Ali,,Batter,112,6,8.79,,13bf1d91
